episode,lam_util,lam_tp,util_gap,tp_gap
1,0.0,0.054166666666666675,-0.23750000000000004,-0.022916666666666665
2,0.0,0.008333333333333345,-0.16666666666666663,-0.022916666666666665
3,0.0,0.008333333333333345,-0.04166666666666663,0.0
4,0.0,0.0,-0.10624999999999996,-0.014583333333333334
5,0.0,0.0,-0.12916666666666665,-0.0020833333333333333
6,0.0,0.0,-0.13749999999999996,-0.022916666666666665
7,0.0,0.0,-0.10624999999999996,-0.020833333333333332
8,0.0,0.0,-0.18958333333333333,-0.014583333333333334
9,0.0011666666666666663,0.020833333333333332,0.11666666666666664,0.010416666666666666
10,0.00018749999999999973,0.004166666666666666,-0.09791666666666665,-0.008333333333333333
11,0.0,0.0,-0.0854166666666667,-0.010416666666666666
12,0.0,0.0,-0.14375000000000004,-0.01875
13,0.00020833333333333316,0.0,0.020833333333333315,-0.004166666666666667
14,0.0,0.0,-0.14166666666666672,-0.0125
15,0.00029166666666666675,0.0,0.029166666666666674,0.0
16,0.0,0.0,-0.09166666666666667,-0.01875
17,0.0007500000000000001,0.0,0.07500000000000001,-0.004166666666666667
18,0.00018749999999999984,0.0,-0.05625000000000002,-0.0020833333333333333
19,0.000708333333333333,0.0,0.052083333333333315,-0.00625
20,0.00010416666666666614,0.0,-0.060416666666666674,0.0
21,0.0007291666666666662,0.008333333333333333,0.0625,0.004166666666666667
22,0.0006666666666666663,0.0125,-0.006249999999999978,0.0020833333333333333
23,0.0,0.0041666666666666675,-0.09166666666666667,-0.004166666666666667
24,0.0006458333333333332,0.0375,0.06458333333333333,0.016666666666666666
25,0.0,0.0,-0.1479166666666667,-0.020833333333333332
26,0.0003958333333333336,0.004166666666666667,0.03958333333333336,0.0020833333333333333
27,0.0,0.0,-0.06458333333333333,-0.004166666666666667
28,0.0022291666666666666,0.03333333333333333,0.22291666666666665,0.016666666666666666
29,0.002104166666666667,0.029166666666666667,-0.012499999999999956,-0.0020833333333333333
30,0.0010416666666666673,0.025,-0.10624999999999996,-0.0020833333333333333
31,0.0030625000000000006,0.037500000000000006,0.20208333333333334,0.00625
32,0.005125000000000001,0.0625,0.20625,0.0125
33,0.005479166666666668,0.0625,0.03541666666666665,0.0
34,0.006854166666666668,0.07083333333333333,0.1375,0.004166666666666667
35,0.007708333333333334,0.07083333333333333,0.08541666666666664,0.0
36,0.008020833333333335,0.05416666666666667,0.03125,-0.008333333333333333
37,0.006750000000000002,0.020833333333333336,-0.12708333333333333,-0.016666666666666666
38,0.005604166666666668,0.0,-0.11458333333333337,-0.01875
39,0.007020833333333335,0.025,0.14166666666666666,0.0125
40,0.006125000000000001,0.008333333333333335,-0.08958333333333335,-0.008333333333333333
41,0.0061041666666666675,0.0,-0.002083333333333326,-0.008333333333333333
42,0.005020833333333335,0.0,-0.10833333333333328,-0.010416666666666666
43,0.0048333333333333344,0.0,-0.018750000000000044,0.0
44,0.004395833333333335,0.004166666666666667,-0.043749999999999956,0.0020833333333333333
45,0.005395833333333335,0.020833333333333332,0.09999999999999998,0.008333333333333333
46,0.005687500000000002,0.012499999999999999,0.029166666666666674,-0.004166666666666667
47,0.006729166666666668,0.020833333333333332,0.10416666666666669,0.004166666666666667
48,0.007000000000000002,0.058333333333333334,0.027083333333333348,0.01875
49,0.006687500000000002,0.04583333333333334,-0.03125,-0.00625
50,0.0065000000000000014,0.037500000000000006,-0.018750000000000044,-0.004166666666666667
51,0.005583333333333334,0.0,-0.09166666666666667,-0.020833333333333332
52,0.0032500000000000016,0.0,-0.23333333333333328,-0.016666666666666666
53,0.0007083333333333351,0.0,-0.25416666666666665,-0.010416666666666666
54,0.0007916666666666687,0.004166666666666667,0.00833333333333336,0.0020833333333333333
55,0.0012708333333333354,0.029166666666666667,0.04791666666666666,0.0125
56,0.0014583333333333354,0.029166666666666667,0.01874999999999999,0.0
57,0.0007916666666666688,0.025,-0.06666666666666665,-0.0020833333333333333
58,0.0005625000000000018,0.05,-0.022916666666666696,0.0125
59,0.0,0.025,-0.14166666666666672,-0.0125
60,0.0,0.0125,-0.18958333333333333,-0.00625
61,0.0,0.0,-0.014583333333333282,-0.00625
62,0.0,0.0,-0.0708333333333333,-0.004166666666666667
63,0.0,0.016666666666666666,-0.006249999999999978,0.008333333333333333
64,0.0009791666666666666,0.05,0.09791666666666665,0.016666666666666666
65,0.0003749999999999998,0.03333333333333334,-0.060416666666666674,-0.008333333333333333
66,0.0003125,0.05,-0.006249999999999978,0.008333333333333333
67,0.0,0.037500000000000006,-0.08125000000000004,-0.00625
68,0.0,0.025000000000000005,-0.03749999999999998,-0.00625
69,0.0,0.01666666666666667,-0.13958333333333328,-0.004166666666666667
70,0.0013541666666666663,0.03333333333333334,0.13541666666666663,0.008333333333333333
71,0.002041666666666666,0.05833333333333334,0.06874999999999998,0.0125
72,0.003979166666666666,0.09166666666666667,0.19374999999999998,0.016666666666666666
73,0.002937499999999999,0.09166666666666667,-0.10416666666666663,0.0
74,0.0021874999999999993,0.08333333333333334,-0.07499999999999996,-0.004166666666666667
75,0.002541666666666666,0.10833333333333334,0.03541666666666665,0.0125
76,0.005729166666666666,0.14166666666666666,0.31875000000000003,0.016666666666666666
77,0.005354166666666667,0.1625,-0.03749999999999998,0.010416666666666666
