method,seed,selected_checkpoint,selection_status,test_episodes,mean_throughput,mean_cpu,std_cpu,util_sat_rate,tp_sat_rate
v6,42,50000,fallback,50,31.16,139.89613611214966,13.758869020266216,0.0,0.0
