episode,lam_util,lam_tp,mean_util_gap,mean_tp_gap,mean_util_slack,mean_tp_slack,util_slack_ema,tp_slack_ema
1,0.0,4.5601727928651155,0.0,0.009083693318468991,0.5482711561286913,-0.009083693318468991,0.16448134683860738,-0.0027251079955406972
2,0.0,5.167337182903024,0.0,0.0019530691961307713,0.712079653784482,-0.0011513796460981122,0.32876083892236974,-0.0022529894907079217
3,0.0,7.8338497342159865,0.005666527062343582,0.0030131711828642136,0.487914918958431,-0.002622705757767617,0.3765070629331881,-0.00236390437082583
4,1.2997294427737842,10.666422581093707,0.049407958054554474,0.004503900113730045,0.134033200995441,-0.0034558333627234235,0.30376490435186393,-0.002691483068395108
5,0.0,7.626191502893438,0.0,8.359825725601676e-05,0.6711071498192587,0.008908360260377264,0.41396757799208234,0.0007884699302366039
6,0.0,10.215655638107327,0.0,0.0034757911018022717,0.6118048520783385,-0.002623941665877221,0.47331876021795916,-0.00023525354859754363
7,0.0,7.521083954751707,0.0,4.552733653385054e-05,0.6821657969010027,0.004802170394185976,0.5359728712228722,0.0012759736342375122
8,0.37075364891161033,7.709991502041242,0.10010391896076533,0.002528307260756377,0.30812642621998654,-0.00020166717849065386,0.46761893772200647,0.0008326813904190624
9,0.0,11.126580609067403,0.03537961254784519,0.00862291470536162,0.4058249607296948,-0.00848172823323604,0.4490807446243129,-0.0019616414966774688
10,0.0,12.266682053458364,0.0037467509044032594,0.004229211283967492,0.4930859326552469,-0.003160852728472799,0.4622823010335931,-0.0023214048662160676
11,0.0,10.741572902037346,0.0,5.1444471590490255e-05,0.5818453568880725,0.0053174124939251565,0.4981512177899369,-2.9759658173700515e-05
12,0.0,13.15938406913166,0.0,0.003108080182620395,0.764878134556475,-0.0026177365433808436,0.5781692928198983,-0.0008061527237358434
13,0.0,13.340821929319462,0.0,0.0032371338898828255,0.6563257760592826,-0.000313406201304659,0.6016162377917135,-0.000658328767006488
14,0.9995857062013176,17.585748450404946,0.09196137036910024,0.008053777370319417,0.02868784882805136,-0.007976424133077984,0.4297377211026148,-0.0028537573768279366
15,0.0,22.3177149540217,0.2331757618385558,0.009307471057515618,0.15196036520848435,-0.00905359785953532,0.3464045143343757,-0.004713709521640151
16,0.0,22.59854908707082,0.0004353196960707533,0.002912893404584104,0.43634068847609175,0.0025839973870784455,0.3733853665768905,-0.002524397449024572
17,0.0,26.91381014586327,0.014275864976453057,0.004939988782374464,0.5075621916467106,-0.003974829893733094,0.4136384140978365,-0.0029595271824371283
