method,seed,selected_checkpoint,selection_status,test_episodes,mean_throughput,mean_cpu,std_cpu,util_sat_rate,tp_sat_rate
v6,7,300000,fallback,50,36.84,113.6310010117972,12.035431154108808,0.0,0.0
v6,2024,800000,fallback,50,36.9,115.74016527025695,14.706213870261786,0.08,0.0
v6,123,200000,satisfied,50,53.16,84.30925342918023,6.840923051666822,1.0,0.84
v6,999,600000,fallback,50,39.26,113.3323049201359,15.726205466517328,0.28,0.02
