method,training_seed,checkpoint_steps,selection_status,eval_seed,throughput,cost_per_unit,total_cost,util_satisfied,tp_satisfied,util_0,util_1,util_2,util_3,util_4,util_5,util_6
v6,123,200000,satisfied,11000,49.0,90.66428571428601,4442.550000000015,1,0,0.9020833333333333,0.5770833333333333,0.8833333333333333,0.37083333333333335,0.9270833333333334,0.325,0.33541666666666664
v6,123,200000,satisfied,11001,57.0,88.91403508771954,5068.100000000014,1,1,0.9270833333333334,0.6229166666666667,0.9166666666666666,0.5,0.9375,0.37916666666666665,0.4166666666666667
v6,123,200000,satisfied,11002,55.0,84.61363636363674,4653.750000000021,1,1,0.9125,0.6,0.8708333333333333,0.6,0.9145833333333333,0.4,0.44583333333333336
v6,123,200000,satisfied,11003,52.0,84.38173076923123,4387.850000000024,1,1,0.85625,0.59375,0.9395833333333333,0.3958333333333333,0.8729166666666667,0.39791666666666664,0.28958333333333336
v6,123,200000,satisfied,11004,53.0,82.50849056603823,4372.950000000026,1,1,0.7958333333333333,0.5145833333333333,0.9520833333333333,0.34791666666666665,0.9125,0.37083333333333335,0.39791666666666664
v6,123,200000,satisfied,11005,53.0,80.88113207547198,4286.700000000015,1,1,0.8104166666666667,0.5083333333333333,0.9270833333333334,0.38333333333333336,0.9479166666666666,0.37916666666666665,0.3729166666666667
v6,123,200000,satisfied,11006,49.0,87.56326530612289,4290.600000000021,1,0,0.8145833333333333,0.53125,0.9583333333333334,0.17916666666666667,0.9541666666666667,0.375,0.28958333333333336
v6,123,200000,satisfied,11007,50.0,76.66700000000046,3833.3500000000226,1,1,0.7291666666666666,0.5083333333333333,0.8729166666666667,0.39791666666666664,0.9041666666666667,0.38125,0.21041666666666667
v6,123,200000,satisfied,11008,54.0,76.06481481481516,4107.500000000019,1,1,0.7979166666666667,0.5458333333333333,0.89375,0.34791666666666665,0.9166666666666666,0.39375,0.3
v6,123,200000,satisfied,11009,56.0,89.09464285714343,4989.300000000032,1,1,0.9479166666666666,0.66875,0.9708333333333333,0.42916666666666664,0.94375,0.44375,0.3104166666666667
v6,123,200000,satisfied,11010,59.0,78.15508474576313,4611.150000000025,1,1,0.91875,0.6520833333333333,0.9458333333333333,0.5708333333333333,0.9354166666666667,0.3854166666666667,0.40208333333333335
