episode,lam_util,lam_tp,util_gap,tp_gap
1,0.0004791666666666666,0.054166666666666675,-0.15208333333333335,-0.022916666666666665
2,0.0,0.020833333333333343,-0.1479166666666667,-0.016666666666666666
3,0.0,0.0,-0.22291666666666665,-0.01875
4,0.0005625000000000003,0.008333333333333333,0.05625000000000002,0.004166666666666667
5,0.0,0.004166666666666667,-0.08333333333333337,-0.0020833333333333333
6,0.0,0.0,-0.32291666666666663,-0.01875
7,0.0,0.004166666666666667,-0.05833333333333335,0.0020833333333333333
8,0.0,0.004166666666666667,-0.033333333333333326,0.0
9,0.0,0.0,-0.13749999999999996,-0.0125
10,0.0,0.0,-0.07291666666666663,-0.004166666666666667
11,0.0005833333333333335,0.008333333333333333,0.05833333333333335,0.004166666666666667
12,0.0,0.0,-0.275,-0.016666666666666666
13,0.0,0.0,-0.18541666666666667,-0.03125
14,0.0,0.0,-0.07291666666666663,-0.010416666666666666
15,0.0,0.0,-0.4041666666666667,-0.027083333333333334
16,0.0,0.0,-0.1333333333333333,-0.022916666666666665
17,0.0,0.0,-0.16874999999999996,-0.029166666666666667
18,0.0,0.0,-0.0,-0.00625
19,0.0008750000000000002,0.0,0.08750000000000002,-0.004166666666666667
20,0.0022916666666666667,0.016666666666666666,0.14166666666666666,0.008333333333333333
21,0.0005624999999999994,0.0,-0.17291666666666672,-0.025
22,0.001229166666666666,0.0,0.06666666666666665,0.0
23,0.0016249999999999995,0.0,0.03958333333333336,-0.0125
24,0.0020208333333333332,0.0,0.03958333333333336,-0.00625
25,0.0022291666666666666,0.0,0.020833333333333315,-0.0125
26,0.0025416666666666665,0.0,0.03125,-0.010416666666666666
27,0.0012916666666666664,0.0,-0.125,-0.010416666666666666
28,0.002479166666666667,0.0,0.11875000000000002,-0.008333333333333333
29,0.0044375000000000005,0.0,0.19583333333333336,0.0
30,0.005416666666666667,0.025,0.09791666666666665,0.0125
31,0.004395833333333334,0.020833333333333336,-0.1020833333333333,-0.0020833333333333333
32,0.0044375000000000005,0.008333333333333335,0.004166666666666652,-0.00625
33,0.004375,0.0,-0.006249999999999978,-0.010416666666666666
34,0.004625000000000001,0.008333333333333333,0.025000000000000022,0.004166666666666667
35,0.004875000000000001,0.0,0.025000000000000022,-0.00625
36,0.006812500000000001,0.0125,0.19375000000000003,0.00625
37,0.005854166666666667,0.0,-0.09583333333333333,-0.0125
38,0.0063125,0.0125,0.04583333333333334,0.00625
39,0.00625,0.0,-0.006249999999999978,-0.0125
40,0.00725,0.0,0.09999999999999998,-0.0020833333333333333
41,0.007500000000000001,0.0,0.025000000000000022,-0.00625
42,0.008395833333333335,0.016666666666666666,0.08958333333333335,0.008333333333333333
43,0.008083333333333335,0.016666666666666666,-0.03125,0.0
44,0.008062500000000002,0.016666666666666666,-0.002083333333333326,0.0
45,0.007250000000000001,0.0,-0.08125000000000004,-0.014583333333333334
46,0.0062291666666666684,0.0125,-0.1020833333333333,0.00625
47,0.004562500000000002,0.0,-0.16666666666666663,-0.014583333333333334
48,0.005875000000000003,0.016666666666666666,0.13125000000000003,0.008333333333333333
49,0.006000000000000003,0.0375,0.012500000000000011,0.010416666666666666
50,0.00560416666666667,0.004166666666666666,-0.039583333333333304,-0.016666666666666666
51,0.005708333333333336,0.012499999999999999,0.010416666666666685,0.004166666666666667
52,0.004895833333333335,0.0,-0.08125000000000004,-0.00625
53,0.004666666666666669,0.0,-0.022916666666666696,-0.0125
54,0.006854166666666669,0.025,0.21875,0.0125
55,0.008062500000000002,0.0125,0.12083333333333335,-0.00625
56,0.0060833333333333356,0.0,-0.19791666666666663,-0.016666666666666666
57,0.005500000000000002,0.0,-0.05833333333333335,-0.008333333333333333
58,0.004625000000000002,0.0,-0.08750000000000002,-0.0020833333333333333
59,0.003645833333333336,0.0,-0.09791666666666665,-0.0125
60,0.002937500000000003,0.0,-0.0708333333333333,-0.004166666666666667
61,0.0021250000000000028,0.0,-0.08125000000000004,-0.0125
62,0.0019583333333333354,0.0,-0.01666666666666672,0.0
63,0.0,0.0,-0.20208333333333328,-0.008333333333333333
64,0.0,0.0,-0.28541666666666665,-0.020833333333333332
65,0.0,0.0,-0.3041666666666667,-0.01875
66,0.0,0.0,-0.13124999999999998,-0.0125
67,0.00010416666666666685,0.0,0.010416666666666685,-0.00625
68,0.0,0.0,-0.28125,-0.03125
69,0.0007291666666666669,0.004166666666666667,0.07291666666666669,0.0020833333333333333
70,0.0,0.0,-0.16666666666666663,-0.0125
71,0.0,0.0,-0.09583333333333333,-0.020833333333333332
72,0.0,0.0,-0.18958333333333333,-0.014583333333333334
73,0.0,0.0,-0.16249999999999998,-0.010416666666666666
74,0.0,0.0,-0.1166666666666667,-0.010416666666666666
75,0.0,0.0,-0.15625,-0.01875
76,0.0,0.0,-0.21666666666666667,-0.022916666666666665
77,0.00020833333333333316,0.0,0.020833333333333315,-0.010416666666666666
