episode,lam_util,lam_tp,mean_util_gap,mean_tp_gap
42,39.49128525431807,2188.1751966163456,0.1376978082485634,0.017629673415215354
43,40.0728897903741,2267.4833650198657,0.029080226802801482,0.019827042100880005
44,41.475046120626885,2317.1144708469915,0.07010781651263924,0.012407776456781464
45,43.52940643648364,2374.019138009225,0.10271801579283787,0.014226166790558444
46,43.77133556149739,2421.2063075363585,0.01209645625068728,0.011796792381783359
47,43.77980386831072,2445.5315957859148,0.00042341534066658274,0.006081322062389009
48,44.08584219935713,2566.414817055233,0.015301916552320358,0.030220805317329597
49,45.610649418189745,2623.4409599012197,0.07624036094163084,0.014256535711496708
50,45.610649418189745,2649.873822414234,0.0,0.006608215628253548
51,49.55232436066527,2746.6280208219614,0.1970837471237763,0.024188549601931907
52,49.69621858863227,2845.81449519039,0.007194711398350104,0.02479661859210718
53,51.49362759838959,2907.304056645637,0.08987045048786575,0.015372390363811701
54,54.23813705695321,3023.4104738236183,0.13722547292818116,0.029026604294495325
55,54.24069896931788,3051.7091918924984,0.00012809561823393342,0.007074679517220022
56,54.312573760255475,3087.169377459551,0.003593739546879594,0.008865046391763194
57,55.813949781721625,3178.9675755024864,0.07506880107330742,0.022949549510733885
58,57.16595617537925,3254.2687356337856,0.06760031968288123,0.01882529003282478
59,61.35185700279284,3341.4998133238555,0.20929504137067967,0.021807769422517477
60,63.980615610446456,3363.4847812785038,0.13143793038268067,0.005496241988662057
61,64.0934435377373,3383.750487486365,0.005641396364542417,0.00506642655196525
62,64.28692934818346,3411.2635156096244,0.009674290522308419,0.006878257030814904
63,66.4318941004262,3460.9017366697058,0.10724823761213688,0.012409555265020342
64,66.4318941004262,3463.397576646623,0.0,0.0006239599942292267
65,66.57825458598968,3508.251586659143,0.007318024278174149,0.01121350250312999
66,66.73615817785799,3583.545182057546,0.00789517959341507,0.018823398849600752
67,69.18843096007419,3661.5226455071806,0.12261363911080984,0.019494365862408755
68,69.18843096007419,3671.2147041963635,0.0,0.0024230146722956925
69,69.18843096007419,3719.2155952349117,0.0,0.012000222759637023
70,69.18843096007419,3733.621578096827,0.0,0.003601495715478761
71,69.19377697339044,3756.5388684110153,0.00026730066581259277,0.005729322578547074
72,69.19377697339044,3815.375937601157,0.0,0.014709267297535486
73,69.88166353813173,3835.079298391938,0.03439432823706469,0.004925840197695226
74,76.80629735051491,3947.6494805797765,0.34623169061915904,0.02814254554695963
75,77.17341112585592,4027.4229543835927,0.0183556887670507,0.019943368450953996
76,77.59219434737767,4081.525580733519,0.020939161076087245,0.01352565658748158
77,78.50981896233088,4176.41929253089,0.045881230747660776,0.023723427949342808
78,78.62441863296908,4203.855641879542,0.005729983531910099,0.006859087337163217
79,78.96693309474392,4219.852678155796,0.01712572308874193,0.003999259069063299
80,79.45194703215651,4248.541366301781,0.024250696870629737,0.0071721720364961855
81,79.50411432638587,4255.1490402190975,0.0026083647114685045,0.0016519184793292456
82,79.63410615013079,4319.976740229154,0.006499591187245728,0.016206925002513972
83,82.58901730676472,4373.526984752956,0.1477455578316963,0.013387561130950642
84,82.84098823475021,4405.876747170558,0.012598546399274862,0.008087440604400293
85,82.84098823475021,4411.225648237137,0.0,0.001337225266644798
86,82.84903374463443,4446.273276011877,0.00040227549421032366,0.0087619069436851
87,83.30929233615943,4477.789869004971,0.02301292957625023,0.007879148248273403
88,83.69301810219777,4517.977656959692,0.019186288301916956,0.01004694698868024
89,84.0630137442573,4552.656949140016,0.01849978210297671,0.008669823045081142
90,84.59177517896278,4625.8812009091325,0.026438071735273374,0.018306062942279214
91,84.7187751310084,4668.48223653945,0.0063499976022813,0.010650258907579325
92,84.99588705511015,4693.809676916255,0.0138555962050873,0.006331860094201101
93,85.12957137334593,4713.054390700218,0.0066842159117886804,0.004811178445990892
94,86.69530625121246,4762.486246168073,0.07828674389332638,0.01235796386696379
95,89.66491546743019,4826.666839738488,0.14848046081088684,0.0160451483926038
96,93.45387290042754,4924.942283663625,0.18944787164986773,0.024568860981284163
97,93.45387290042754,4965.869775713951,0.0,0.010231873012581482
98,93.45387290042754,4994.929581806421,0.0,0.007264951523117487
99,93.45387290042754,5021.12149077523,0.0,0.0065479772422021906
100,94.35958667961998,5077.945164062509,0.04528568895962212,0.014205918321819859
101,95.25466003173658,5147.839004090847,0.04475366760582981,0.017473460007084374
102,95.25466003173658,5167.011496840726,0.0,0.004793123187469732
103,95.3206452282984,5202.381798034233,0.0032992598280909896,0.008842575298376596
104,95.94064549308409,5217.335241318503,0.031000013239284207,0.003738360821067515
105,95.94064549308409,5227.234722197692,0.0,0.0024748702197971246
106,97.56841922544487,5275.30737020516,0.08138868661803904,0.012018162001867005
107,98.50018412846221,5353.2282614129845,0.04658824515086669,0.019480222801956163
108,98.58002674635593,5409.205062698238,0.003992130894685575,0.01399420032131342
109,99.63643828047645,5459.556258150054,0.05282057670602665,0.012587798862954165
110,101.88043881828514,5539.6525921457305,0.11220002689043439,0.020024083498919102
111,105.65407738137237,5650.026365348566,0.18868192815436133,0.02759344330070888
112,107.22929515954073,5687.770602957328,0.07876088890841772,0.009436059402190588
113,107.22929515954073,5704.116364393711,0.0,0.004086440359095552
114,107.22929515954073,5718.202541445883,0.0,0.003521544263043079
115,109.44512433297915,5808.232340962125,0.11079145867192139,0.022507449879060448
116,111.19544656655971,5879.6387895622,0.08751611167902831,0.017851612150018886
117,111.34533155741256,5934.771340014166,0.0074942495426429875,0.01378313761299146
118,112.92790471808486,6013.58640960909,0.079128658033615,0.01970376739873104
119,113.57874905740071,6046.688356923365,0.032542216965792556,0.008275486828568802
120,117.865586124784,6136.805064373172,0.21434185336916475,0.022529176862451795
121,117.865586124784,6164.112654930314,0.0,0.0068268976392856315
122,122.51865390348823,6295.41272495753,0.23265338893521137,0.03282501750680388
123,122.5215830475954,6362.431591105711,0.0001464572053582026,0.01675471653704524
124,122.70273650112149,6390.253496186429,0.009057672676304503,0.006955476270179579
125,124.2643770768073,6501.638030215789,0.07808202878429046,0.027846133507339887
126,124.27082330867566,6528.062194942165,0.00032231159341772196,0.006606041181594086
127,124.27082330867566,6540.656934886554,0.0,0.003148684986097306
128,124.574201541543,6599.394110828945,0.015168911643367516,0.014684293985597643
129,128.19490514916694,6714.772456358636,0.1810351803811968,0.028844586382422956
130,128.23738295739295,6765.431309115987,0.00212389041130064,0.012664713189337684
131,133.92759723820384,6853.024527437317,0.284510714040545,0.021898304580332706
132,135.18048718365188,6915.988074774791,0.06264449727240201,0.015740886834368382
133,135.21929724314694,6945.152048688215,0.0019405029747536753,0.007290993478355921
134,135.21929724314694,6953.7005808071635,0.0,0.0021371330297371652
135,136.4418435024141,7011.209681866882,0.06112731296335773,0.01437727526492965
136,136.4418435024141,7030.3297962199185,0.0,0.004780028588258986
137,138.85395190481879,7116.907219560722,0.12060542012023474,0.021644355835200985
138,139.30987184409625,7145.809062118145,0.02279599696387356,0.007225460639355772
139,142.59161556204378,7242.997557815771,0.16408718589737625,0.02429712392440631
140,142.59161556204378,7250.504734887314,0.0,0.001876794267885738
141,152.54918103342933,7368.699387711714,0.4978782735692775,0.029548663206099977
142,152.58023042610753,7406.008194390258,0.0015524696339101454,0.009327201669636001
143,155.39705433989758,7481.785681139511,0.14084119568950187,0.01894437168731333
144,156.87343241239748,7501.061358025289,0.07381890362499453,0.004818919221444427
145,158.65287076305003,7536.762499249452,0.08897191753262838,0.008925285306040774
146,162.76933011530363,7588.129248444945,0.20582296761267968,0.012841687298873175
147,162.7703073877268,7603.717116981428,4.886362115784605e-05,0.003896967134120867
148,162.7703073877268,7623.333363407856,0.0,0.004904061606606964
149,162.7954456544737,7643.270363647467,0.0012569133373446335,0.004984250059902632
150,165.27185618720443,7681.117529828289,0.12382052663653671,0.009461791545205458
151,166.65053124388936,7716.027533882081,0.06893375283424613,0.008727501013448193
152,167.7763747193257,7775.028475541022,0.05629217377181722,0.014750235414735299
153,167.7763747193257,7775.76868798826,0.0,0.0001850531118096001
154,168.15727173749244,7812.776262177231,0.019044850908336238,0.00925189354724271
155,171.10191659611553,7928.092107883495,0.14723224293115425,0.028828961426566237
156,171.44826653929061,7961.809409964437,0.01731749715875472,0.008429325520235308
157,172.53536553100795,8016.164370866818,0.05435494958586763,0.013588740225595327
158,174.06031577573276,8072.55814125815,0.0762475122362397,0.014098442597832854
159,174.3106745554089,8122.99722482963,0.01251793898380686,0.012609770892870114
160,174.38152079546867,8162.896831326437,0.0035423120029891794,0.009974901624201773
161,177.9063023091211,8277.589443482939,0.17623907568262048,0.02867315303912545
162,182.68192539418789,8400.517170967685,0.23878115425334057,0.030731931871186374
163,184.19287104211736,8506.118661463592,0.07554728239647387,0.02640037262397658
164,184.19287104211736,8531.545132116993,0.0,0.006356617663350345
165,186.01584345776894,8569.356090016963,0.09114862078257947,0.009452739474992628
166,187.76678016542562,8630.355382697933,0.08754683538283324,0.015249823170242613
167,187.76678016542562,8635.640171704234,0.0,0.0013211972515752403
168,188.26297165781796,8672.0724897427,0.02480957461961717,0.009108079509616809
169,188.26297165781796,8683.437915590943,0.0,0.0028413564620603
170,188.82843892505124,8708.21414851368,0.028273363361664618,0.0061940582306841754
171,188.86648160480712,8723.023513476608,0.0019021339877943713,0.0037023412407321816
172,188.88056400319587,8738.722267468076,0.0007041199194377094,0.003924688497867122
173,188.9139767848046,8776.910203369915,0.0016706390804359773,0.009546983975459436
174,189.11985697027973,8787.046691573938,0.010294009273757546,0.0025341220510059926
175,196.31904268439578,8910.693889457652,0.35995928570580277,0.03091179947092838
176,196.37028853072326,8922.362523607193,0.0025622923163736372,0.0029171585373851242
177,196.4324459493403,8985.76197824666,0.003107870930851818,0.01584986365986682
178,196.50597511174922,9037.125811854827,0.003676458120446677,0.012840958402041594
179,200.3467088556788,9149.9408150419,0.19203668719647854,0.028203750796768227
180,201.76204771257252,9217.180254086996,0.0707669428446863,0.016809859761273752
181,205.30699958392927,9279.337279832936,0.17724759356783718,0.015539256436485023
182,210.84666736800693,9372.592988550423,0.2769833892038834,0.023313927179371433
183,210.84666736800693,9384.252767694763,0.0,0.002914944786085114
184,211.26430058395073,9411.159192962688,0.020881660797189925,0.00672660631698134
185,211.53695911676436,9474.70895409856,0.013632926640681357,0.015887440283968015
186,211.53695911676436,9480.99668274536,0.0,0.0015719321617004825
187,211.53695911676436,9495.884830473231,0.0,0.0037220369319675662
188,212.75225688961595,9585.051450598376,0.060764888642578584,0.022291655031286207
189,212.75225688961595,9626.211539762837,0.0,0.01029002229111516
190,214.8339468557728,9696.875135688813,0.10408449830784354,0.017665898981494257
191,214.85933425458586,9747.000486353214,0.001269369940651933,0.012531337666100364
192,216.0708307999919,9779.872433644636,0.06057482727030307,0.008217986822855218
193,218.68531807435127,9877.95700744188,0.13072436371796864,0.024521143449311174
194,219.95116307843762,9930.425960848235,0.06329225020431771,0.013117238351588434
195,219.95116307843762,9962.479640781423,0.0,0.008013419983297082
196,220.22062411225235,9988.783794443429,0.013473051690737366,0.006576038415501495
197,220.22062411225235,10003.086517840593,0.0,0.00357568084929124
198,220.34236833465337,10035.867970812751,0.006087211120050344,0.008195363243039737
199,226.3766021864358,10135.822544677801,0.301711692589122,0.02498864346626252
200,227.13733082504302,10179.744614532661,0.03803643193036061,0.010980517463714886
201,229.67021815474007,10239.313738422403,0.12664436648485272,0.014892280972435543
202,229.67021815474007,10260.908743073904,0.0,0.00539875116287521
203,229.67021815474007,10306.405297228475,0.0,0.011374138538642815
204,229.904322050113,10320.638328637513,0.011705194768646105,0.0035582578522595693
205,234.49703615956614,10451.245161456323,0.22963570547265674,0.032651708204702756
206,235.80977696445927,10486.64365065757,0.06563704024465748,0.008849622300311685
207,235.80977696445927,10489.642559717626,0.0,0.0007497272650138509
208,236.91370283590223,10512.609599339201,0.05519629357214752,0.005741759905393771
209,237.81782469640513,10570.758410010698,0.04520609302514526,0.014537202667874321
210,237.81782469640513,10614.609640142677,0.0,0.010962807532994842
211,237.910382778255,10658.337387577782,0.004627904092494908,0.010931936858776345
212,239.2092080312104,10690.554866654089,0.06494126264777024,0.008054369769076922
213,241.29316031789128,10758.239616206096,0.10419761433404377,0.016921187388001746
214,241.30698858030837,10791.311885545505,0.000691413120854776,0.008268067334852166
215,241.47784006449862,10814.532726701638,0.008542574209512497,0.005805210289033122
216,242.67151575866532,10860.879358169772,0.059683784708334915,0.011586657867033561
217,243.95350612466845,10903.819057359966,0.06409951830015595,0.010734924797548725
218,249.5477771688576,10954.094455992712,0.27971355220945776,0.012568849658186576
219,250.41767445331334,10980.598912973972,0.04349486422278651,0.006626114245314944
220,251.4171080876423,11062.265404626014,0.0499716817164483,0.020416622913010572
221,253.213374339252,11122.849684902802,0.08981331258048422,0.015146070069196712
222,253.213374339252,11130.843630599102,0.0,0.001998486424075226
223,253.24617057652497,11138.679517237413,0.0016398118636482182,0.0019589716595779893
224,253.82581230461716,11183.281397337556,0.02898208640460916,0.011150470025035839
225,254.3484507879649,11264.690048600061,0.026131924167388087,0.02035216281562622
226,254.39686532428922,11294.250836884257,0.002420726816215717,0.007390197071048767
227,254.39686532428922,11318.045505588276,0.0,0.00594866717600478
228,255.25146655127398,11369.507288588933,0.042730061349237285,0.012865445750164234
229,255.25146655127398,11387.089959549106,0.0,0.0043956677400432695
230,256.3875143878917,11454.684137098526,0.05680239183088772,0.016898544387354875
231,259.79672818521874,11523.92322618697,0.1704606898663525,0.017309772272110988
232,261.33695925821576,11630.258940258702,0.077011553649851,0.02658392851793316
233,263.2352525643781,11701.82531807039,0.09491466530811586,0.01789159445292225
234,265.8879970509557,11747.864214787473,0.13263722432887942,0.01150972417927053
235,269.9439300617048,11850.381229858003,0.20279665053745674,0.025629253767632545
236,269.9439300617048,11869.065606332755,0.0,0.004671094118688125
237,269.9439300617048,11892.186123380854,0.0,0.005780129262024902
238,269.9439300617048,11921.04227195015,0.0,0.007214037142323942
239,272.2470155725302,11978.304711508388,0.11515427554126857,0.0143156098895598
240,275.01435428407353,12033.38071932183,0.1383669355771664,0.013769001953360503
241,275.01435428407353,12058.163498008727,0.0,0.006195694671724261
242,275.01435428407353,12061.712628321395,0.0,0.0008872825781670034
243,277.3816724972654,12137.04410015484,0.11836591065959472,0.018832867958361494
244,278.7105511421506,12186.674059772771,0.06644393224426162,0.012407489904482694
245,278.71069532370404,12231.096698845146,7.2090776706028315e-06,0.011105659768093792
246,278.71069532370404,12245.915907620662,0.0,0.003704802193878973
247,279.57192080245613,12279.833540573927,0.043061273937604665,0.008479408238316244
248,279.78169549194445,12315.254706887694,0.010488734474416226,0.008855291578441888
249,279.95935957702073,12406.527693824986,0.008883204253813835,0.02281824673432325
250,279.95935957702073,12437.870668944257,0.0,0.007835743779817599
251,279.9684669637117,12447.931168591236,0.0004553693345490983,0.0025151249117448525
252,280.6975303476627,12533.334668862815,0.036453169197548436,0.021350875067894907
253,281.0415863009009,12580.476882997658,0.017202797661912104,0.011785553533710792
254,284.5027857954709,12651.334254144158,0.1730599747285002,0.017714342786625002
255,284.51535677493115,12703.01229507759,0.0006285489730107768,0.012919510233358017
256,284.6399869879893,12725.755475701395,0.006231510652907329,0.005685795155951539
257,286.9150663648229,12784.06778531392,0.11375396884167975,0.014578077403131225
258,290.02396586767685,12850.913984099092,0.15544497514269623,0.016711549696292915
259,292.15714980647033,12941.963703782416,0.10665919693967395,0.02276242992083112
260,292.7921505890204,13000.08985565655,0.03175003912750493,0.014531537968533422
261,293.2634495942556,13043.49644703631,0.023564950261756323,0.010851647844940016
262,294.15599802189774,13109.951500114554,0.04462742138210786,0.016613763269560787
263,294.16984923197555,13142.760939535976,0.0006925605038897758,0.00820235985535551
264,296.3224476181279,13183.784511134534,0.10762991930761845,0.010255892899639504
265,296.33431686523664,13205.533729138404,0.0005934623554373127,0.005437304500967545
266,296.37639747701564,13234.305029236595,0.002104030588950965,0.007192825024547756
267,296.37639747701564,13249.416085962062,0.0,0.0037777641813669352
268,300.2022518464796,13318.970159393131,0.19129271847319848,0.0173885183577674
269,300.2022518464796,13335.265783244911,0.0,0.004073905962944999
270,301.08277802014237,13401.578603721351,0.0440263086831393,0.01657820511910989
271,301.09188540683334,13430.565124305807,0.0004553693345490983,0.007246630146113835
272,302.0129866942427,13456.906722055606,0.046055064370470106,0.006585399437449603
273,302.1206703213165,13497.832488036216,0.00538418135368744,0.010231441495152383
274,302.63994490478393,13583.240563209712,0.02596372917337337,0.0213520187933742
275,305.85824713065614,13636.493630670433,0.16091511129360908,0.013313266865180215
276,311.2139910211048,13719.22308313229,0.2677871945224333,0.020682363115464425
277,318.3069160152659,13824.788041399328,0.3546462497080558,0.02639123956675951
278,318.34049554092695,13879.908610938399,0.0016789762830520377,0.01378014238476789
279,318.3458415542432,13931.745546838134,0.00026730066581259277,0.01295923397493387
280,318.54298385882066,13981.152229715619,0.009857115228873801,0.012351670719371136
281,318.54298385882066,13995.382249240332,0.0,0.0035575048811782506
282,319.8776708788109,14056.211459950877,0.06673435099951107,0.015207302677636252
283,320.1297287670556,14102.295739854895,0.012602894412236046,0.01152106997600458
284,325.8346296790598,14215.69222552521,0.2852450456002079,0.028349121417578827
285,327.3350366166758,14251.594178773386,0.07502034688079914,0.008975488312043834
286,329.6061265624375,14300.92988574718,0.11355449728808589,0.012333926743448414
287,329.6632293127386,14339.015774852565,0.002855137515055508,0.009521472276346041
288,332.18983216765474,14433.834411101332,0.126330142745805,0.02370465906219176
289,335.8907211619802,14558.539542778275,0.18504444971627157,0.03117628291923576
290,339.43165521323897,14610.41441762795,0.17704670256294003,0.012968718712418573
291,340.1608192529175,14664.65733321204,0.03645820198392639,0.013560728896022745
292,340.32141003543785,14679.53372391971,0.008029539126016293,0.0037190976769177204
293,341.68918461872227,14734.821848870375,0.06838872916422149,0.013822031237666125
294,341.7030128811394,14754.605872265747,0.000691413120854776,0.004946005848842966
295,341.7030128811394,14768.407793541992,0.0,0.0034504803190613803
296,341.94456984378735,14817.71998013213,0.012077848132397807,0.012328046647534587
297,341.94456984378735,14843.961512273258,0.0,0.006560383035282129
298,342.16969430247406,14872.788360129094,0.011256222934335963,0.007206711963959205
299,342.2081926698024,14881.434919004243,0.001924918366414862,0.0021616397187870983
300,348.6368210420224,14981.019879284297,0.32143141861100166,0.024896240070013412
301,350.05435246998115,15034.351638301596,0.07087657139793868,0.01333293975432482
302,350.6243335694084,15085.833557060041,0.028499054971362667,0.012870479689611261
303,350.6243335694084,15099.022702011436,0.0,0.0032972862378487706
304,350.6243335694084,15110.823687522397,0.0,0.0029502463777402927
305,350.658468581169,15127.495867257567,0.0017067505880318794,0.004168044933792096
306,351.30820538290067,15159.43278555118,0.032486840086582564,0.007984229573403164
307,353.0361087867928,15212.780651395711,0.08639517019460576,0.01333696646113273
308,353.0361087867928,15221.584691602216,0.0,0.0022010100516262994
309,353.0361087867928,15257.045341881963,0.0,0.008865162569936812
310,353.1636937466907,15280.267455485537,0.006379247994895559,0.0058055284008932066
311,353.1636937466907,15312.09124737875,0.0,0.007955947973303621
312,353.1972732723517,15321.652155452932,0.0016789762830520377,0.002390227018545546
313,356.50093146025154,15428.799446113591,0.16518290939499045,0.026786822665164745
314,356.81225965570525,15482.164786636462,0.015566409772686482,0.013341335130717434
315,357.0375816728496,15547.140282874554,0.011266100857217612,0.01624387405952314
316,357.53835699390265,15631.278218644235,0.02503876605265248,0.02103448394242004
317,358.8566090762218,15673.050182073506,0.06591260411595602,0.010442990857317912
318,359.6723042362488,15742.350327361726,0.04078475800135112,0.017325036322054965
319,360.26646850514396,15788.016989030466,0.029708213444757006,0.011416665417185109
320,362.5184110664501,15852.086727578639,0.11259712806530663,0.016017434637042936
321,362.534061313403,15873.385720014832,0.0007825123476478767,0.005324748109048582
322,362.7705284940996,15919.116856383163,0.011823359034830047,0.01143278409208266
323,364.3917076294352,15956.293567475466,0.0810589567667793,0.009294177773075767
324,364.3917076294352,15963.41549103768,0.0,0.0017804808905532475
325,365.1566395579676,16029.600184047042,0.03824659642661982,0.016546173252340448
326,365.3836540085635,16072.84061993774,0.011350722529793791,0.010810108972674802
327,365.3836540085635,16094.26300643227,0.0,0.005355596623632276
328,365.46849926251326,16150.348154786794,0.004242262697489098,0.014021287088631235
329,368.54136603842215,16267.146691133381,0.153643338795444,0.029199634086646695
330,368.54136603842215,16281.825261178494,0.0,0.003669642511278254
331,369.0491221869266,16338.081645995799,0.02538780742522007,0.014064096204326295
332,373.19860620353785,16426.740488058218,0.207474200830564,0.022164710515604612
333,374.13713095587514,16474.584097956074,0.04692623761686401,0.01196090247446444
334,374.14247696919136,16544.511740158632,0.00026730066581259277,0.017481910550639083
335,374.81101653714205,16590.912482815413,0.03342697839753443,0.011600185664194811
336,374.8132052410434,16599.41658292824,0.00010943519506753234,0.0021260250282062543
337,374.8132052410434,16615.78393497834,0.0,0.00409183801252453
338,376.8885969724441,16661.316843147808,0.10376958657003243,0.011383227042367
339,378.49655891672154,16719.4788027875,0.0803980972138736,0.014540489909923335
340,378.59740432334013,16760.31048549165,0.005042270330929475,0.010207920676037123
341,382.0738791994615,16882.31737757893,0.1738237438060679,0.030501723021820106
342,382.38268266149663,16921.842775455993,0.01544017310175696,0.009881349469265902
343,382.64658428200835,16983.07956390659,0.013195081025586454,0.015309197112649917
344,383.06816644702053,17008.678813459122,0.021079108250608925,0.00639981238813334
345,386.7831683316527,17097.84175243798,0.18575009423160732,0.02229073474471398
346,389.95786029982276,17194.239072535038,0.1587345984085043,0.02409933002426449
347,390.48509900113277,17220.421854982727,0.026361935065501274,0.0065456956119221785
348,394.06284200393674,17325.337735118406,0.17888715014019743,0.026228970033919368
349,394.6309154664031,17358.752333585082,0.02840367312331971,0.008353649616669297
350,394.65661558279464,17371.941108093233,0.0012850058195755037,0.0032971936270377285
351,400.1926561186473,17444.505822365096,0.27680202679263033,0.018141178567965672
352,400.7751742147276,17494.45531393737,0.029125904804015536,0.012487372893068699
353,400.8091740166812,17545.717514686945,0.0016999900976799984,0.01281555018739374
354,401.45750602064516,17608.043416815726,0.03241660019819904,0.015581475532195223
355,401.5986759416225,17637.036665735504,0.007058496048866021,0.007248312229944635
356,401.5986759416225,17640.849264743443,0.0,0.0009531497519848101
357,405.29908014243966,17754.03068936322,0.18502021004085908,0.028295356154943482
358,405.29908014243966,17764.840144910966,0.0,0.0027023638869365088
359,405.3129084048568,17811.383807524173,0.000691413120854776,0.01163591565330196
360,405.7579921610864,17829.26403870022,0.02225418781148139,0.004470057794012473
361,408.94160673492854,17889.09441153626,0.15918072869210795,0.014957593209010288
362,409.85104858677505,17920.993071169232,0.045472092592325916,0.007974664908242692
363,410.0809077389889,17973.390096495994,0.011492957610692184,0.013099256331690056
364,410.1553621371257,17999.193109656506,0.0037227199068392697,0.006450753290127792
365,411.50377673037906,18067.998089567438,0.06742072966266958,0.01720124497773268
366,411.7939867941862,18098.148974708445,0.014510503190356324,0.0075377212852521715
367,412.43082896893867,18122.7234067062,0.03184210873762475,0.006143607999439013
368,413.5512114791373,18141.95647542077,0.05601912550993033,0.004808267178642668
369,414.08410364353614,18193.925712949902,0.02664460821994295,0.012992309382282836
370,414.08410364353614,18217.504911458338,0.0,0.005894799627109092
371,418.6746671860079,18297.291822556715,0.229528177123589,0.01994672777459406
372,418.8982225256408,18305.935527898764,0.011177766981642372,0.002160926335512101
373,421.16199136420875,18370.322205789933,0.11318844192839649,0.016096669472792452
374,421.16199136420875,18396.84371163313,0.0,0.006630376460799494
375,421.16341915930076,18407.87709046933,7.138975460123621e-05,0.0027583447090501487
376,421.5317146103642,18476.57609904931,0.018414772553171317,0.017174752144994837
377,423.24520390501397,18525.174026693097,0.0856744647324891,0.012149481910946601
378,424.590007461296,18587.10396585461,0.06724017781410095,0.015482484790378146
379,424.5907809858607,18632.620512293735,3.867622823394803e-05,0.011379136609780866
380,424.6631540915841,18675.61054965671,0.003618655286169327,0.010747509340744268
381,425.4452885215268,18759.19946553398,0.03910672149713395,0.020897228969317165
382,427.12526503213184,18799.598149573205,0.08399882553025326,0.010099671009806018
383,427.50302760469737,18864.837192342704,0.01888812862827719,0.016309760692374702
384,431.80242382316777,18956.583248017094,0.21496981092352108,0.022936513918597835
385,431.9826101279198,18989.843715761774,0.009009315237602136,0.00831511693617017
386,434.25532628549655,19050.793731987575,0.1136358078788368,0.0152375040564506
387,434.25532628549655,19076.798590461618,0.0,0.0065012146185112404
388,435.63481312564124,19152.39282091776,0.0689743420072357,0.01889855761403614
389,436.69234247075076,19196.512596398574,0.05287646725547586,0.011029943870203037
390,436.87723450281743,19216.701877963857,0.009244601603333742,0.0050473203913206305
391,436.87723450281743,19226.86906136127,0.0,0.0025417958493533723
392,436.9689620756753,19251.700571917885,0.00458637864289227,0.0062078776391537634
393,442.8227454973909,19394.60328433866,0.2926891710857809,0.03572567810519368
