method,training_seed,checkpoint_steps,selection_status,eval_seed,throughput,cost_per_unit,total_cost,util_satisfied,tp_satisfied,util_0,util_1,util_2,util_3
CostMinimising,-1,-1,baseline,11000,8.0,279.06249999999994,2232.4999999999995,0,0,0.0,0.9458333333333333,0.0,0.9
CostMinimising,-1,-1,baseline,11001,9.0,282.0444444444445,2538.4000000000005,0,0,0.0,0.99375,0.0,0.9645833333333333
CostMinimising,-1,-1,baseline,11002,9.0,258.0666666666666,2322.5999999999995,0,0,0.0,0.9020833333333333,0.0,0.975
CostMinimising,-1,-1,baseline,11003,9.0,235.07777777777787,2115.7000000000007,0,0,0.0,0.9708333333333333,0.0,0.9583333333333334
CostMinimising,-1,-1,baseline,11004,8.0,315.9625,2527.7,0,0,0.0,0.9604166666666667,0.0,0.9104166666666667
CostMinimising,-1,-1,baseline,11005,10.0,249.1500000000001,2491.500000000001,0,0,0.0,0.9875,0.0,0.9458333333333333
CostMinimising,-1,-1,baseline,11006,10.0,217.3999999999998,2173.999999999998,0,0,0.027083333333333334,0.91875,0.06041666666666667,0.9541666666666667
CostMinimising,-1,-1,baseline,11007,10.0,197.49,1974.9,0,0,0.014583333333333334,0.9375,0.075,0.9395833333333333
CostMinimising,-1,-1,baseline,11008,9.0,271.33333333333354,2442.000000000002,0,0,0.0,0.95625,0.0,0.9270833333333334
CostMinimising,-1,-1,baseline,11009,8.0,319.59999999999985,2556.799999999999,0,0,0.0,0.9979166666666667,0.0,0.9645833333333333
CostMinimising,-1,-1,baseline,11010,9.0,251.60000000000002,2264.4,0,0,0.0,0.9854166666666667,0.0,0.9145833333333333
CostMinimising,-1,-1,baseline,11011,10.0,237.76000000000005,2377.6000000000004,0,0,0.027083333333333334,0.9708333333333333,0.06666666666666667,0.9416666666666667
CostMinimising,-1,-1,baseline,11012,8.0,278.37499999999983,2226.9999999999986,0,0,0.0,0.93125,0.0,0.88125
CostMinimising,-1,-1,baseline,11013,10.0,245.94,2459.4,0,0,0.0,0.9645833333333333,0.0,0.9395833333333333
CostMinimising,-1,-1,baseline,11014,9.0,289.42222222222256,2604.800000000003,0,0,0.0,0.9979166666666667,0.0,0.98125
CostMinimising,-1,-1,baseline,11015,9.0,256.48888888888877,2308.3999999999987,0,0,0.0,0.9916666666666667,0.0,0.9416666666666667
CostMinimising,-1,-1,baseline,11016,10.0,227.20000000000013,2272.0000000000014,0,0,0.0,0.9833333333333333,0.0,0.9583333333333334
CostMinimising,-1,-1,baseline,11017,9.0,261.0333333333331,2349.299999999998,0,0,0.0,0.9854166666666667,0.0,0.9479166666666666
CostMinimising,-1,-1,baseline,11018,9.0,256.6444444444442,2309.799999999998,0,0,0.0,0.9583333333333334,0.0,0.9375
CostMinimising,-1,-1,baseline,11019,9.0,235.15555555555542,2116.3999999999987,0,0,0.0,0.9354166666666667,0.0,0.88125
CostMinimising,-1,-1,baseline,11020,9.0,255.8333333333333,2302.4999999999995,0,0,0.0,0.9729166666666667,0.0,0.9645833333333333
CostMinimising,-1,-1,baseline,11021,9.0,252.12222222222232,2269.100000000001,0,0,0.0,0.9875,0.0,0.9604166666666667
CostMinimising,-1,-1,baseline,11022,8.0,299.42499999999995,2395.3999999999996,0,0,0.03958333333333333,0.93125,0.0875,0.9270833333333334
CostMinimising,-1,-1,baseline,11023,10.0,238.49999999999977,2384.9999999999977,0,0,0.0,0.9708333333333333,0.0,0.9354166666666667
CostMinimising,-1,-1,baseline,11024,8.0,351.3250000000002,2810.6000000000017,0,0,0.0,0.99375,0.0,0.9479166666666666
CostMinimising,-1,-1,baseline,11025,10.0,205.4800000000001,2054.800000000001,0,0,0.0,0.9208333333333333,0.0,0.9333333333333333
CostMinimising,-1,-1,baseline,11026,9.0,251.011111111111,2259.099999999999,0,0,0.027083333333333334,0.89375,0.09791666666666667,0.9166666666666666
