method,training_seed,checkpoint_steps,selection_status,eval_seed,throughput,cost_per_unit,total_cost,util_satisfied,tp_satisfied,util_0,util_1,util_2,util_3
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11000,15.0,161.60666666666665,2424.1,0,0,0.0,0.9458333333333333,0.6145833333333334,0.89375
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11001,13.0,210.93846153846158,2742.2000000000007,0,0,0.0,0.99375,0.5166666666666667,0.93125
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11002,15.0,165.3733333333333,2480.5999999999995,0,0,0.0,0.9020833333333333,0.8375,0.45625
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11003,17.0,122.81764705882354,2087.9,0,0,0.0,0.9895833333333334,0.5770833333333333,0.8520833333333333
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11004,12.0,210.02499999999995,2520.2999999999993,0,0,0.0,0.9604166666666667,0.36666666666666664,0.7583333333333333
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11005,13.0,192.71538461538464,2505.3,0,0,0.0,0.9875,0.48333333333333334,0.7895833333333333
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11006,15.0,140.86666666666662,2112.999999999999,0,0,0.027083333333333334,0.91875,0.6,0.8208333333333333
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11007,15.0,147.4466666666667,2211.7000000000003,0,0,0.014583333333333334,0.95625,0.44166666666666665,0.9395833333333333
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11008,14.0,185.5428571428572,2597.600000000001,0,0,0.0,0.95625,0.425,0.84375
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11009,14.0,181.8499999999999,2545.8999999999987,0,0,0.0,0.9979166666666667,0.5166666666666667,0.8541666666666666
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11010,17.0,137.4117647058824,2336.000000000001,0,0,0.0,0.9854166666666667,0.6916666666666667,0.9125
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11011,17.0,139.70000000000005,2374.900000000001,0,0,0.027083333333333334,0.9708333333333333,0.6104166666666667,0.8666666666666667
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11012,16.0,156.8500000000002,2509.600000000003,0,0,0.0,0.93125,0.59375,0.69375
UnconstrainedPPO,123,1500000,best_cpu_no_constraints,11013,13.0,202.876923076923,2637.3999999999987,0,0,0.0,0.9645833333333333,0.5395833333333333,0.7604166666666666
