method,training_seed,checkpoint_steps,selection_status,eval_seed,throughput,cost_per_unit,total_cost,util_satisfied,tp_satisfied,util_0,util_1,util_2,util_3,util_4,util_5,util_6
v6,42,450000,fallback,11000,15.0,252.1566666666665,3782.3499999999976,0,0,0.0,0.9666666666666667,0.0,0.0,0.9375,0.0,0.35208333333333336
v6,42,450000,fallback,11001,17.0,256.27058823529427,4356.600000000002,0,0,0.029166666666666667,0.9958333333333333,0.0,0.0,0.975,0.027083333333333334,0.3
v6,42,450000,fallback,11002,16.0,254.94374999999974,4079.099999999996,0,0,0.06875,0.9291666666666667,0.05416666666666667,0.0,0.89375,0.12291666666666666,0.11041666666666666
v6,42,450000,fallback,11003,17.0,199.54411764705878,3392.2499999999995,0,0,0.008333333333333333,0.99375,0.0,0.0,0.975,0.010416666666666666,0.35208333333333336
v6,42,450000,fallback,11004,15.0,251.42666666666653,3771.399999999998,0,0,0.041666666666666664,0.9770833333333333,0.0,0.0,0.95,0.020833333333333332,0.27291666666666664
v6,42,450000,fallback,11005,18.0,200.472222222222,3608.499999999996,0,0,0.014583333333333334,0.99375,0.0,0.0,0.9770833333333333,0.01875,0.375
v6,42,450000,fallback,11006,35.0,106.51142857142817,3727.899999999986,0,0,0.18541666666666667,0.95,0.6604166666666667,0.0,0.9291666666666667,0.3333333333333333,0.075
v6,42,450000,fallback,11007,38.0,88.48947368421013,3362.599999999985,0,0,0.15208333333333332,0.975,0.6625,0.0,0.90625,0.35208333333333336,0.10833333333333334
v6,42,450000,fallback,11008,15.0,249.81999999999996,3747.2999999999993,0,0,0.014583333333333334,0.9729166666666667,0.0,0.0,0.95625,0.041666666666666664,0.19375
v6,42,450000,fallback,11009,15.0,268.96000000000015,4034.4000000000024,0,0,0.0,0.9979166666666667,0.0,0.0,0.975,0.0,0.30416666666666664
v6,42,450000,fallback,11010,17.0,223.40588235294103,3797.8999999999974,0,0,0.014583333333333334,0.9916666666666667,0.0,0.0,0.975,0.008333333333333333,0.3125
v6,42,450000,fallback,11011,44.0,107.17613636363662,4715.750000000011,0,0,0.3625,0.98125,0.8708333333333333,0.0,0.8354166666666667,0.4395833333333333,0.06041666666666667
v6,42,450000,fallback,11012,14.0,271.9357142857144,3807.1000000000017,0,0,0.041666666666666664,0.9583333333333334,0.0,0.0,0.9354166666666667,0.027083333333333334,0.2375
v6,42,450000,fallback,11013,16.0,256.62812499999995,4106.049999999999,0,0,0.041666666666666664,0.9770833333333333,0.0,0.0,0.9604166666666667,0.025,0.2791666666666667
v6,42,450000,fallback,11014,26.0,167.92307692307637,4365.999999999985,0,0,0.075,0.9958333333333333,0.2833333333333333,0.0,0.9708333333333333,0.16458333333333333,0.22291666666666668
