method,training_seed,checkpoint_steps,selection_status,eval_seed,throughput,cost_per_unit,total_cost,util_satisfied,tp_satisfied,util_0,util_1,util_2,util_3,util_4,util_5,util_6
v6,42,1500000,fallback,11000,45.0,102.91333333333391,4631.100000000026,1,0,0.8166666666666667,0.8333333333333334,0.9041666666666667,0.0,0.9458333333333333,0.4583333333333333,0.0
v6,42,1500000,fallback,11001,42.0,120.30952380952438,5053.000000000024,1,0,0.81875,0.8479166666666667,0.84375,0.0,0.98125,0.425,0.014583333333333334
v6,42,1500000,fallback,11002,41.0,103.21219512195172,4231.700000000021,1,0,0.6895833333333333,0.8625,0.8479166666666667,0.0,0.8895833333333333,0.42916666666666664,0.06041666666666667
v6,42,1500000,fallback,11003,45.0,90.88444444444491,4089.800000000021,1,0,0.6166666666666667,0.7895833333333333,0.8645833333333334,0.0,0.9791666666666666,0.4666666666666667,0.04791666666666667
v6,42,1500000,fallback,11004,42.0,116.67976190476254,4900.550000000027,1,0,0.7854166666666667,0.8916666666666667,0.9104166666666667,0.0,0.9520833333333333,0.41041666666666665,0.025
v6,42,1500000,fallback,11005,43.0,99.25813953488426,4268.100000000023,1,0,0.6291666666666667,0.775,0.9270833333333334,0.0,0.9729166666666667,0.4125,0.020833333333333332
v6,42,1500000,fallback,11006,45.0,103.91444444444508,4676.150000000029,1,0,0.7604166666666666,0.8645833333333334,0.9625,0.0,0.93125,0.49375,0.0
v6,42,1500000,fallback,11007,46.0,95.89673913043548,4411.250000000032,1,0,0.7,0.7520833333333333,0.9729166666666667,0.0,0.9458333333333333,0.4708333333333333,0.0
v6,42,1500000,fallback,11008,46.0,95.37717391304398,4387.350000000023,1,0,0.6583333333333333,0.8270833333333333,0.9166666666666666,0.0,0.9583333333333334,0.4375,0.0125
v6,42,1500000,fallback,11009,43.0,117.61279069767515,5057.350000000031,1,0,0.8291666666666667,0.9020833333333333,0.94375,0.0,0.9833333333333333,0.4375,0.0
v6,42,1500000,fallback,11010,43.0,107.23953488372155,4611.300000000027,1,0,0.7041666666666667,0.8395833333333333,0.8979166666666667,0.0,0.9666666666666667,0.41458333333333336,0.029166666666666667
