episode,lam_util,lam_tp,mean_util_gap,mean_tp_gap,mean_util_slack,mean_tp_slack,util_slack_ema,tp_slack_ema
1,0.0,0.0,0.00010222775129824104,0.006423684060096115,0.26403153312448957,0.0011220713680350732,0.07920945993734686,0.000336621410410522
2,0.0,0.0,3.867622823394803e-05,0.0027953988655590807,0.6656391760877794,0.0056216940523924055,0.25513837478247664,0.001922143203005087
3,1.045078269957704,5.809491807497359,0.03679120106758123,0.014935888577080897,0.10838613657468918,-0.01416920956950107,0.2111127033201404,-0.00290526262874676
4,1.2562394152947798,13.706724815026348,0.12194744575072848,0.02033743256850604,-0.014350767965210379,-0.01833374865928458,0.14347366193453515,-0.007533808437908105
5,0.4162573358759011,24.67963706761465,0.10459742144135922,0.01958880509330055,-0.005894172817267535,-0.019520009936368245,0.09866331150899434,-0.011129668887446147
6,0.030257529077275302,33.11869508156323,0.08955667537801972,0.012196728599951134,0.01707898330456164,-0.009269917535928342,0.07418801304766452,-0.010571743481990805
7,0.0,36.184697457478464,0.008948838676246403,0.006094075461875687,0.4592252814855902,0.005646389453015921,0.18969919357904222,-0.005706303601488787
8,0.0,42.525114274691624,0.013962418428042161,0.005371526478948102,0.3944041561544137,-0.0019592062587249566,0.2511106823516537,-0.004582174398659638
9,0.0,46.786676577136326,0.0,0.005429674737163899,0.24766875822953568,-0.0027432646119314842,0.25007810511501827,-0.0040305014626411916
10,0.0,55.88201835433906,0.04735283041781748,0.015788089130487137,0.2762887339646103,-0.01400759280962519,0.25794129376989583,-0.0070236288667363915
11,0.0,60.051504377798274,0.001440799310458314,0.009958105643929195,0.5129012225966063,-0.004195338989174791,0.334429272417909,-0.006175141903467911
12,0.0,66.7579805843043,0.009361836439796791,0.009529795239423204,0.2638817370447657,-0.006398247781392683,0.313265011805966,-0.006242073666845343
13,0.0,74.23945820881067,0.0216156576672708,0.01247292739978518,0.3618521418497158,-0.008893885832157276,0.32784115081909093,-0.007037617316438921
14,0.0,79.64583201157892,0.0,0.007146030378069413,0.501166305310016,-0.004467884631285002,0.3798386971663684,-0.006266697510892745
15,0.2683589713399057,93.34738004376406,0.13005192174194863,0.021438856407819656,0.11559010556754681,-0.020952927966141312,0.3005641196867219,-0.010672566647467314
16,0.0,97.35267485019415,0.0004553693345490983,0.009068762037699641,0.4550606865552769,-0.0013718639959049872,0.3469130897472884,-0.007882355851998615
17,0.17106595832377636,105.8000562264352,0.01617887376324341,0.007818053970556238,0.1117668370497479,-0.006153022782223786,0.2763692139380262,-0.007363555931066166
18,0.0,113.21942118877897,0.00633506552687953,0.007678881471415897,0.3430585363492163,-0.0069394081619232025,0.2963760106613832,-0.007236311600323277
19,0.0,119.11598064094787,0.0,0.006241886848986017,0.44049830886186114,-0.00431261511381115,0.33961270012152656,-0.006359202654369639
20,0.0,123.54370080419271,0.0,0.005119447311654375,0.515147493395157,-0.0014216256458246422,0.39227313810361564,-0.0048779295518061394
21,0.0,131.61162351092065,0.017665462205808575,0.012268831159682038,0.22665984560067579,-0.009980755809389568,0.34258915035273363,-0.006408777429081167
22,0.0,135.56591688097438,0.0,0.004086276497352814,0.5587175910004326,-0.0028899021782688513,0.4074276825470433,-0.005353114853837472
23,0.0,132.6349965868843,0.010943405664363094,0.0013041294035439292,0.6007966127588515,0.013004940220223714,0.46543836161058577,0.00015430166838088398
24,0.0,143.04758537050841,0.0060012902956581285,0.0161231612293187,0.27964491738699915,-0.0161231612293187,0.4097003283435098,-0.004728937200928991
25,0.0,142.53692774000825,0.0,0.005198056935379435,0.5019623071876171,0.0011001782090172864,0.437378921996742,-0.0029802025779451075
26,0.0,146.02215984041896,0.001422785046584171,0.005344501492431673,0.29620938674488806,-0.0022107488508069087,0.3950280614211858,-0.0027493664598036475
27,0.0,154.9230100886583,0.025976257974261893,0.01602869507996855,0.25593303066293116,-0.015324503395980587,0.3532995521937094,-0.006521907540656729
28,0.0,162.87400882327245,0.026553174865026223,0.013428911153956738,0.21837444901160966,-0.013428911153956738,0.31282202123907943,-0.00859400862464673
29,0.0,164.5650993683101,0.0,0.004610572859295109,0.5115514096602106,0.0036286320787159757,0.37244083776541875,-0.004927216413637918
30,0.0,169.97258356132804,0.0023659465151157203,0.00647451688255017,0.4113888329671982,-0.002108199067545467,0.3841252363259525,-0.004081511209810183
31,0.0,179.39510940034035,0.026954055355421187,0.015200966817942946,0.29899432848466795,-0.014327682099994049,0.3585859639735671,-0.0071553624768653425
