method,training_seed,checkpoint_steps,selection_status,eval_seed,throughput,cost_per_unit,total_cost,util_satisfied,tp_satisfied,util_0,util_1,util_2,util_3,util_4,util_5,util_6
ShortestQueue,-1,-1,baseline,11000,61.0,71.81393442622979,4380.650000000017,1,1,0.8375,0.6979166666666666,0.88125,0.8604166666666667,0.8,0.425,0.4666666666666667
ShortestQueue,-1,-1,baseline,11001,66.0,68.21818181818232,4502.400000000033,1,1,0.8,0.7,0.96875,0.9520833333333333,0.9166666666666666,0.475,0.4479166666666667
ShortestQueue,-1,-1,baseline,11002,56.0,78.0169642857146,4368.950000000017,1,1,0.8,0.7020833333333333,0.8958333333333334,0.8979166666666667,0.7708333333333334,0.41875,0.44166666666666665
ShortestQueue,-1,-1,baseline,11003,64.0,68.8515625000004,4406.5000000000255,1,1,0.7895833333333333,0.7958333333333333,0.9083333333333333,0.9083333333333333,0.8375,0.4708333333333333,0.4125
ShortestQueue,-1,-1,baseline,11004,63.0,74.66587301587356,4703.950000000034,1,1,0.8041666666666667,0.7520833333333333,0.93125,0.90625,0.8583333333333333,0.4666666666666667,0.37916666666666665
ShortestQueue,-1,-1,baseline,11005,67.0,69.36567164179151,4647.500000000031,1,1,0.8375,0.8166666666666667,0.9729166666666667,0.9354166666666667,0.9166666666666666,0.46041666666666664,0.45625
ShortestQueue,-1,-1,baseline,11006,61.0,73.53606557377078,4485.700000000018,1,1,0.8083333333333333,0.775,0.8875,0.8895833333333333,0.81875,0.425,0.4479166666666667
ShortestQueue,-1,-1,baseline,11007,63.0,70.79285714285759,4459.950000000028,1,1,0.7458333333333333,0.625,0.9166666666666666,0.9291666666666667,0.89375,0.46458333333333335,0.4
ShortestQueue,-1,-1,baseline,11008,66.0,67.48636363636403,4454.100000000026,1,1,0.8479166666666667,0.7479166666666667,0.8729166666666667,0.9104166666666667,0.8666666666666667,0.47708333333333336,0.37916666666666665
ShortestQueue,-1,-1,baseline,11009,61.0,75.01475409836131,4575.90000000004,1,1,0.81875,0.675,0.9375,0.9458333333333333,0.8375,0.51875,0.35208333333333336
ShortestQueue,-1,-1,baseline,11010,61.0,64.61967213114781,3941.8000000000166,1,1,0.7270833333333333,0.6395833333333333,0.8208333333333333,0.8229166666666666,0.7270833333333333,0.44375,0.3729166666666667
ShortestQueue,-1,-1,baseline,11011,64.0,76.53750000000046,4898.40000000003,1,1,0.93125,0.8770833333333333,0.93125,0.9666666666666667,0.8625,0.43333333333333335,0.44583333333333336
ShortestQueue,-1,-1,baseline,11012,53.0,80.87641509433999,4286.45000000002,1,1,0.8,0.7041666666666667,0.84375,0.83125,0.79375,0.4083333333333333,0.3020833333333333
ShortestQueue,-1,-1,baseline,11013,64.0,72.40156250000051,4633.700000000033,1,1,0.8541666666666666,0.80625,0.9645833333333333,0.8875,0.85,0.48125,0.37083333333333335
ShortestQueue,-1,-1,baseline,11014,61.0,78.73360655737747,4802.7500000000255,1,1,0.8958333333333334,0.8708333333333333,0.96875,0.8479166666666667,0.8854166666666666,0.38333333333333336,0.41041666666666665
ShortestQueue,-1,-1,baseline,11015,63.0,67.3626984126988,4243.850000000025,1,1,0.7833333333333333,0.7041666666666667,0.91875,0.9020833333333333,0.8604166666666667,0.44375,0.42083333333333334
ShortestQueue,-1,-1,baseline,11016,56.0,69.70357142857178,3903.4000000000196,1,1,0.775,0.6916666666666667,0.78125,0.7520833333333333,0.7541666666666667,0.44583333333333336,0.33958333333333335
ShortestQueue,-1,-1,baseline,11017,59.0,70.47542372881412,4158.050000000033,1,1,0.7333333333333333,0.6479166666666667,0.8958333333333334,0.8041666666666667,0.90625,0.45,0.3375
ShortestQueue,-1,-1,baseline,11018,63.0,73.16269841269897,4609.2500000000355,1,1,0.7541666666666667,0.7333333333333333,0.9208333333333333,0.9375,0.9020833333333333,0.48125,0.35833333333333334
ShortestQueue,-1,-1,baseline,11019,57.0,73.30701754386,4178.50000000002,1,1,0.7625,0.7104166666666667,0.8895833333333333,0.75625,0.79375,0.4083333333333333,0.35833333333333334
ShortestQueue,-1,-1,baseline,11020,65.0,68.26769230769273,4437.400000000027,1,1,0.825,0.6375,0.88125,0.9229166666666667,0.9291666666666667,0.45208333333333334,0.4375
ShortestQueue,-1,-1,baseline,11021,60.0,71.9325000000003,4315.950000000018,1,1,0.8333333333333334,0.7020833333333333,0.9270833333333334,0.8708333333333333,0.80625,0.41041666666666665,0.45416666666666666
ShortestQueue,-1,-1,baseline,11022,61.0,75.63278688524636,4613.600000000028,1,1,0.84375,0.8,0.9333333333333333,0.8833333333333333,0.9375,0.42083333333333334,0.48541666666666666
ShortestQueue,-1,-1,baseline,11023,60.0,93.02083333333387,5581.250000000032,1,1,0.9666666666666667,0.9333333333333333,0.8854166666666666,0.9125,0.8770833333333333,0.45416666666666666,0.4041666666666667
ShortestQueue,-1,-1,baseline,11024,66.0,73.26363636363683,4835.4000000000315,1,1,0.8395833333333333,0.78125,0.95,0.8854166666666666,0.8791666666666667,0.46875,0.4666666666666667
ShortestQueue,-1,-1,baseline,11025,60.0,63.03250000000027,3781.950000000016,1,1,0.6395833333333333,0.5770833333333333,0.85625,0.8083333333333333,0.6666666666666666,0.41875,0.3729166666666667
ShortestQueue,-1,-1,baseline,11026,59.0,78.21355932203423,4614.6000000000195,1,1,0.8520833333333333,0.8083333333333333,0.875,0.9166666666666666,0.7354166666666667,0.4083333333333333,0.41458333333333336
ShortestQueue,-1,-1,baseline,11027,63.0,75.71904761904794,4770.30000000002,1,1,0.8833333333333333,0.8041666666666667,0.9625,0.8666666666666667,0.925,0.4083333333333333,0.4708333333333333
ShortestQueue,-1,-1,baseline,11028,65.0,72.44384615384666,4708.850000000033,1,1,0.8645833333333334,0.8333333333333334,0.9333333333333333,0.9625,0.8625,0.475,0.45
ShortestQueue,-1,-1,baseline,11029,64.0,67.55625000000043,4323.600000000028,1,1,0.78125,0.7125,0.9270833333333334,0.8666666666666667,0.8520833333333333,0.49166666666666664,0.4354166666666667
ShortestQueue,-1,-1,baseline,11030,60.0,75.28166666666702,4516.9000000000215,1,1,0.8604166666666667,0.7541666666666667,0.875,0.9208333333333333,0.8270833333333333,0.42916666666666664,0.37083333333333335
ShortestQueue,-1,-1,baseline,11031,59.0,68.26779661016992,4027.8000000000256,1,1,0.7,0.5729166666666666,0.9208333333333333,0.85625,0.76875,0.42083333333333334,0.42916666666666664
ShortestQueue,-1,-1,baseline,11032,66.0,72.8886363636368,4810.650000000029,1,1,0.8729166666666667,0.7895833333333333,0.95625,0.8708333333333333,0.8791666666666667,0.46041666666666664,0.46875
ShortestQueue,-1,-1,baseline,11033,64.0,67.40546875000048,4313.950000000031,1,1,0.73125,0.7333333333333333,0.91875,0.9395833333333333,0.85,0.4708333333333333,0.4479166666666667
ShortestQueue,-1,-1,baseline,11034,61.0,78.59590163934476,4794.35000000003,1,1,0.8541666666666666,0.7208333333333333,0.85,0.9166666666666666,0.8541666666666666,0.4395833333333333,0.37083333333333335
ShortestQueue,-1,-1,baseline,11035,63.0,68.82063492063544,4335.700000000033,1,1,0.7833333333333333,0.6333333333333333,0.9583333333333334,0.875,0.91875,0.4791666666666667,0.4125
ShortestQueue,-1,-1,baseline,11036,59.0,89.40762711864451,5275.050000000027,1,1,0.89375,0.9041666666666667,0.85,0.8958333333333334,0.8020833333333334,0.4479166666666667,0.3333333333333333
ShortestQueue,-1,-1,baseline,11037,54.0,73.55000000000044,3971.7000000000235,1,1,0.7375,0.6583333333333333,0.84375,0.7645833333333333,0.6854166666666667,0.39375,0.30625
ShortestQueue,-1,-1,baseline,11038,59.0,69.23050847457658,4084.600000000018,1,1,0.7958333333333333,0.66875,0.8458333333333333,0.8166666666666667,0.8104166666666667,0.4125,0.3625
ShortestQueue,-1,-1,baseline,11039,64.0,82.80000000000051,5299.200000000033,1,1,0.96875,0.9583333333333334,0.8666666666666667,0.9375,0.85625,0.44166666666666665,0.38958333333333334
ShortestQueue,-1,-1,baseline,11040,55.0,75.58545454545475,4157.200000000012,1,1,0.6854166666666667,0.6979166666666666,0.8041666666666667,0.7895833333333333,0.7770833333333333,0.3958333333333333,0.4083333333333333
ShortestQueue,-1,-1,baseline,11041,67.0,69.94701492537364,4686.4500000000335,1,1,0.8791666666666667,0.7541666666666667,0.9729166666666667,0.9395833333333333,0.9020833333333333,0.5083333333333333,0.47291666666666665
ShortestQueue,-1,-1,baseline,11042,63.0,77.3873015873021,4875.400000000032,1,1,0.8666666666666667,0.7666666666666667,0.9625,0.96875,0.94375,0.4395833333333333,0.475
ShortestQueue,-1,-1,baseline,11043,62.0,74.56935483871018,4623.300000000031,1,1,0.8395833333333333,0.7270833333333333,0.9541666666666667,0.9375,0.89375,0.46875,0.43333333333333335
